Timestamp,Your initials,Short reference,Title,DOI,Journal,Taxonomic group,Climate change stressor,Life stage exposed to the stressor,Life stage of the animals when traits were measured,Trait category,Trait details,Additional comments
45701.93124,KA,Ajayi_et_al_2021,Rapid stress hardening in the Antarctic midge improves male fertility by increasing courtship success and preventing decline of accessory gland proteins following cold exposure,10.1242/jeb.242506,Journal of Experimental Biology,Insect,"Temperature, Humidity",Adults,Adults,"Environmental tolerance and preference, Reproduction",survival; fertility; accessory proteins; ,
45616.81819,KM,Vo_Gridi-Papp_2017,"Low temperature tolerance, cold hardening and acclimation in tadpoles of the neotropical tungara frog (Engystomops pustulosus)",10.1016/j.jtherbio.2017.03.012,Journal of Thermal Biology,Amphibian,Temperature,Larvae or juveniles,Larvae or juveniles,Environmental tolerance and preference,Thermal tolerance; thermal acclimation,
45616.82349,KM,Wang_et_al_2017,Proteomic analysis of physiological function response to hot summer in liver from lactating dairy cows,10.1016/j.jtherbio.2017.02.010,Journal of Thermal Biology,Mammal,Temperature,Adults,Adults,"Environmental tolerance and preference, Energetics and metabolism",protein metabolic processes and responses to stimuli; oxidation reduction,Proteomic analysis in liver from lactating dairy cows
45616.84624,KM,Ngula_et_al_2017,Effects of heat stress on some reproductive parameters of male cavie (Cavia porcellus) and mitigation strategies using guava (Psidium guajava) leaves essential oil,10.1016/j.jtherbio.2017.01.001,Journal of Thermal Biology,Mammal,"Temperature, Interaction with non-climatic stressor",Adults,Adults,Reproduction,"sperm count; sperm morphology; sperm DNA integrity; biochemical estimation of proteins, nitric oxide (NO), glutathione (GSH), superoxide dismutase (SOD) and malondialdehyde (MDA)",
45616.85037,KM,Zena_et_al_2017,"Acute effects of temperature and hypercarbia on cutaneous and branchial gas exchange in the South American lungfish, Lepidosiren paradoxa",10.1016/j.jtherbio.2016.12.001,Journal of Thermal Biology,Fish,"Temperature, CO2",Adults,Adults,"Environmental tolerance and preference, Energetics and metabolism",Aquatic gas exchange at different temperatures; Aquatic gas exchange during aerial hypercarbia at 25 °C; Gill ventilation rate during aquatic hypercarbia at 25 °C,
45616.85441,KM,Aminoroaya_et_al_2016,Effect of cyclical cold stress during embryonic development on aspects of physiological responses and HSP70 gene expression of chicks,10.1016/j.jtherbio.2016.08.008,Journal of Thermal Biology,Bird,Temperature,Embryos,Larvae or juveniles,"Environmental tolerance and preference, Development, thyroid function","Effect of cyclical lower incubation temperatures on body, liver and heart weights and hatchability; Effect of cyclical lower incubation temperatures on biochemical components; HSP70 gene expression",
45616.86055,KM,Ayhan_et_al_2016,"Altitudinal variation in lifespan of Drosophila melanogaster populations from the Firtina Valley, northeastern Turkey",10.1016/j.jtherbio.2016.09.002,Journal of Thermal Biology,Insect,"Temperature, Interaction with non-climatic stressor",Adults,Adults,Environmental tolerance and preference, lifespan in both sexes from six populations across two temperatures;,
45616.87001,KM,Kamanli_et_al_2015,"Effect of prenatal temperature conditioning of laying hen embryos: Hatching, live performance and response to heat and cold stress during laying period",10.1016/j.jtherbio.2015.04.001,Journal of Thermal Biology,Bird,Temperature,"Embryos, Larvae or juveniles",Larvae or juveniles,"Environmental tolerance and preference, Immune function and stress physiology, thyroid hormones",Hatching performance; body weight; egg production; plasma triiodothyronine (T-3) and thyroxine (T-4) levels; oxidant and antioxidant activities;,
45616.8805,KM,Wang_et_al_2013,Role of BKCa channels in vascular smooth muscle during the development of environmental cold-induced hypertension,10.1016/j.jtherbio.2013.01.001,Journal of Thermal Biology,Mammal,Temperature,Adults,Adults,Environmental tolerance and preference,BKCa channel alpha-subunit mRNA; blood pressure; cold-induced hypertension,
45616.88594,KM,Masroor_et_al_2019,Effect of salinity and temperature on the expression of genes involved in branchial ion transport processes in European sea bass,10.1016/j.jtherbio.2019.102422,Journal of Thermal Biology,Fish,"Temperature, Salinity",Larvae or juveniles,Larvae or juveniles,Osmoregulation,mRNA expression levels of main genes involved in ion transport,
45617.04332,KM,Duarte_et_al_2019,Effect of temperature on survival and cuticular composition of three different ant species,10.1016/j.jtherbio.2019.02.005,Journal of Thermal Biology,Insect,Temperature,Adults,Adults,Environmental tolerance and preference,survival rate; cuticle hydrocarbons (CHCs) and fatty acids variation,
45617.04973,KM,kumar_et_al_2018,Dietary L-Tryptophan potentiates non-specific immunity in Labeo rohita fingerlings reared under elevated temperature,10.1016/j.jtherbio.2018.03.010,Journal of Thermal Biology,Fish,"Temperature, Interaction with non-climatic stressor",Larvae or juveniles,Larvae or juveniles,"Environmental tolerance and preference, Energetics and metabolism, Development",Plasma biochemical parameters; histopathological changes in liver and kidney;,
45617.05667,KM,Siddiqui_et_al_2017,Selection and inheritance of developmental variants of Propylea dissecta under thermal stress conditions,10.1016/j.jtherbio.2017.08.012,Journal of Thermal Biology,Insect,Temperature,"Larvae or juveniles, Adults","Larvae or juveniles, Adults","Environmental tolerance and preference, Reproduction, Development",Developmental speed (slow vs. fast developers); Adult body mass; Survival ratio; Emergence ratio; Population-level thermal response,
45617.79451,KM,Johnson_et_al_2016,Effects of rapid temperature fluctuations prior to breeding on reproductive efficiency in replacement gilts,10.1016/j.jtherbio.2016.08.003,Journal of Thermal Biology,Mammal,Temperature,Adults,Adults,"Environmental tolerance and preference, Reproduction",total fetus number and viability; reproductive success,
45617.80093,KM,Silva_et_al_2016,"Effect of multiple stress factors (thermal, nutritional and pregnancy type) on adaptive capability of native ewes under semi-arid environment",10.1016/j.jtherbio.2016.05.001,Journal of Thermal Biology,Mammal,"Temperature, Interaction with non-climatic stressor",Adults,Adults,"Environmental tolerance and preference, Energetics and metabolism, Reproduction",Respiratory rate; Pulse rate; Rectal temperature; Serum markers; Body weight; pregnancy type,
45617.81331,KM,Deng_et_al_2020,Energy response and fatty acid metabolism in Onychostoma macrolepis exposed to low-temperature stress,10.1016/j.jtherbio.2020.102725,Journal of Thermal Biology,Fish,Temperature,Adults,Adults,"Environmental tolerance and preference, Energetics and metabolism",Energy homeostasis; Fatty acid metabolism; AMPK activity,
45617.81571,KM,Zhao_et_al_2020,Antioxidant responses of the pest natural enemy Hylyphantes graminicola (Araneae: Linyphiidae) exposed to short-term heat stress,10.1016/j.jtherbio.2019.102477,Journal of Thermal Biology,Insect,Temperature,"Larvae or juveniles, Adults","Larvae or juveniles, Adults","Environmental tolerance and preference, Immune function and stress physiology","Reactive oxygen species (ROS) levels; Activities of antioxidant enzymes (superoxide dismutase (SOD), catalase (CAT), peroxidases (POD), glutathione-S-transferases (GST)); Total antioxidant capacity (TAC); Malondialdehyde (MDA) concentrations; Survival rates of spiderlings and adults",
45617.88671,KM,Mejia-Gutierrez_et_al_2019,"Effect of temperature increase on fertilization, embryonic development and larval survival of the sea urchin Toxopneustes roseus in the Mexican south Pacific",10.1016/j.jtherbio.2019.05.01,Journal of Thermal Biology,Other invertebrate,Temperature,Embryos,"Embryos, Larvae or juveniles","Environmental tolerance and preference, Reproduction, Development",Effect of temperature on fertilization;  Effect of temperature on embryonic development; Effect of temperature on larval survival,
45618.03117,KM,Lau_et_al_2019,Native amphibian larvae exhibit higher upper thermal limits but lower performance than their introduced predator Gambusia affinis,10.1016/j.jtherbio.2019.02.014,Journal of Thermal Biology,"Fish, Amphibian",Temperature,"Larvae or juveniles, Adults","Larvae or juveniles, Adults","Environmental tolerance and preference, Energetics and metabolism, Development",Growth measurements; Oxygen consumption rate; HSP70 expression,
45618.03893,KM,Low_et_al_2018,Heat shock response and metabolic stress in the tropical estuarine copepod Pseudodiaptomus annandalei converge at its upper thermal optimum,10.1016/j.jtherbio.2018.02.012,Journal of Thermal Biology,Other invertebrate,Temperature,Larvae or juveniles,Larvae or juveniles,"Environmental tolerance and preference, Energetics and metabolism",hsp70 and hsp90 expression levels; Thermal range of heat shock protein (HSP) synthesis; respiration rates,
45618.04367,KM,Sanabria_et_al_2018,"Effect of salinity on locomotor performance and thermal extremes of metamorphic Andean Toads (Rhinella spinulosa) from Monte Desert, Argentina",10.1016/j.jtherbio.2018.03.001,Journal of Thermal Biology,Amphibian,Salinity,Adults,Adults,"Environmental tolerance and preference, Osmoregulation",Determination of thermal tolerances; Determination of locomotor performance,
45621.06262,KM,Fu_et_al_2020,Life-history responses of the rice stem borer Chilo suppressalis to temperature change: Breaking the temperature-size rule,10.1016/j.jtherbio.2016.09.006,Journal of Thermal Biology,Insect,Temperature,Larvae or juveniles,"Larvae or juveniles, Adults","Environmental tolerance and preference, Development",Development time; Growth rate; Sexual size dimorphism,
45621.06608,KM,Qu_et_al_2014,Incubation temperature fluctuation does not affect incubation length and hatchling phenotype in the Chinese skink Plestiodon chinensis,10.1016/j.jtherbio.2014.09.008,Journal of Thermal Biology,Reptile,Temperature,Embryos,"Embryos, Larvae or juveniles","Environmental tolerance and preference, Development","Hatchling phenotype; Incubation length; size, morphology and locomotor performance measurements",
45621.7973,KM,Honek_and_Martinkova_2019,Behavioural thermoregulation hastens spring mating activity in Pyrrhocoris apterus (Heteroptera: Pyrrhocoridae),10.1016/j.jtherbio.2019.07.013,Journal of Thermal Biology,Insect,Temperature,Adults,Adults,Reproduction,Accumulated degree-days (dd) for mating; Accumulated dd for oviposition; Body temperature during basking; Timing of reproduction (mating and oviposition),
45621.80371,KM,Osores_et_al_2018,Discovering divergence in the thermal physiology of intertidal crabs along latitudinal gradients using an integrated approach with machine learning,10.1016/j.jtherbio.2018.09.016,Journal of Thermal Biology,Other invertebrate,Temperature,Adults,Adults,"Environmental tolerance and preference, Energetics and metabolism",Metabolic Rate; Recovery time from CTmin; Morphometric measurements; phenotypic plasticity index,
45621.80719,KM,Takata_et_al_2018,"The effect of water temperature on muscle cellularity and gill tissue of larval and juvenile Lophiosilurus alexandri, a Neotropical freshwater fish",10.1016/j.jtherbio.2018.07.007,Journal of Thermal Biology,Fish,Temperature,Larvae or juveniles,Larvae or juveniles,"Environmental tolerance and preference, Development",Fish growth; Fiber diameter of white muscle; Muscle hypertrophy; Muscle hyperplasia; Gill morphology; Recruitment of new white fibers.,
45621.82128,KM,Bauerfeind_et_al_2018,Geographic variation in responses of European yellow dung flies to thermal stress,10.1016/j.jtherbio.2018.01.002,Journal of Thermal Biology,Insect,Temperature,Adults,"Embryos, Adults","Environmental tolerance and preference, Reproduction",Heat resistance; Cold resistance; Hsp70 expression (in adults and eggs); Reproductive investment; Larval hatching success,
45621.84889,KM,Walczynska_et_al_2015,The Temperature-Size Rule in Lecane inermis (Rotifera) is adaptive and driven by nuclei size adjustment to temperature and oxygen combinations,10.1016/j.jtherbio.2014.11.002,Journal of Thermal Biology,Other invertebrate,"Temperature, Oxygen",Adults,Adults,"Environmental tolerance and preference, Reproduction",Body size; fecundity; nuclei size; temperature and oxygen interaction effects.,
45621.85402,KM,Simčič_et_al_2014,The thermal tolerance of crayfish could be estimated from respiratory electron transport system activity,10.1016/j.jtherbio.2013.06.003,Journal of Thermal Biology,Other invertebrate,"Temperature, Oxygen",Adults,Adults,"Environmental tolerance and preference, Energetics and metabolism",Food consumption rate; Respiration rate;  electron transport system.,
45621.85725,KM,Moore_et_al_2013,Microscopic evaluation of vesicles shed by rat erythrocytes at elevated temperatures,10.1016/j.jtherbio.2013.08.001,Journal of Thermal Biology,Mammal,"Temperature, Humidity",Adults,Adults,"Environmental tolerance and preference, Cardiovascular physiology",Vesicle count and diameter distribution of rat blood; Cumulative frequency distribution of vesicle concentration in rat blood; umulative frequency distribution of vesicle diameter in rat blood.,
45621.86616,KM,Riseth_et_al_2020,Is it advantageous for Atlantic salmon to be triploid at lower temperatures?,10.1016/j.jtherbio.2020.102548,Journal of Thermal Biology,Fish,Temperature,Adults,Adults,Energetics and metabolism,Standard (SMR) metabolic rates; maximum (MMR) metabolic rates; Swimming performance parameters.,
45621.87381,KM,Yang_et_al_2017,"Heat adaptation from regular hot water immersion decreases proinflammatory responses, HSP70 expression, and physical heat stress",10.1016/j.jtherbio.2017.06.012,Journal of Thermal Biology,Mammal,Temperature,Adults,Adults,"Environmental tolerance and preference, Cardiovascular physiology",Body temperature; body weight; heart rate; hematocrit; lactate level; granulocyte counts; tumor necrosis factor-α (TNF-α); interleukin-6 (IL-6); heat shock protein 70 (HSP70) expression in tissues.,
45622.01204,KM,Jimenez_and_Williams_2014,"Rapid changes in cell physiology as a result of acute thermal stress House sparrows, Passer domesticus",10.1016/j.jtherbio.2014.10.001,Journal of Thermal Biology,Bird,Temperature,Adults,Adults,Environmental tolerance and preference,Fibroblast cell size; Fibroblast glycolysis and glycolytic capacity; Fibroblast basal cellular O2 consumption (OCR); Fibroblast proton leak; Fibroblast uncoupled maximal cellular O2 consumption; Fibroblast non-mitochondrial respiration; Fibroblast mitochondrial content; Muscle fiber diameter; Muscle Na+–K+-ATPase maximal activity ,
45622.79537,KM,Vinagre_et_al_2014,Effect of temperature in multiple biomarkers of oxidative stress in coastal shrimp,10.1016/j.jtherbio.2014.02.005,Journal of Thermal Biology,Other invertebrate,Temperature,Adults,Adults,"Environmental tolerance and preference, Immune function and stress physiology",Lipid peroxidation; catalase activity; superoxide dismutase activity; glutathione-S-transferase activity; thermal response variation between species,
45622.80061,KM,Feng_et_al_2024,Effects of heat stress on the feeding preference of yellow-feathered broilers and its possible mechanism,10.1016/j.jtherbio.2024.103959,Journal of Thermal Biology,Bird,"Temperature, Interaction with non-climatic stressor",Adults,Adults,"Environmental tolerance and preference, Energetics and metabolism, Immune function and stress physiology, Development","dopamine levels; mRNA levels of stress and metabolic receptors; serum corticosterone, insulin, and glucagon-like peptide-1; phosphorylation of mTOR and PI3K",
45622.81666,KM,Moradinour_et_al_2023,Exposure to elevated temperature during development affects eclosion and morphology in the temperate Pieris napi butterfly (Lepidoptera: Pieridae),10.1016/j.jtherbio.2023.103721,Journal of Thermal Biology,Insect,Temperature,Larvae or juveniles,Larvae or juveniles,"Environmental tolerance and preference, Development",Eclosion; Body size; Development of wings; Development of proboscis; Development of eyes; Development of antennae; Mortality.,
45622.92375,KM,Xu_et_al_2021,Combined stress of acute cold exposure and waterless duration at low temperature induces mortality of shrimp Litopenaeus vannamei through injuring antioxidative and immunological response in hepatopancreas tissue,10.1016/j.jtherbio.2021.103080,Journal of Thermal Biology,Other invertebrate,"Temperature, low water volume",Adults,Adults,Immune function and stress physiology,"Activities of non-specific immunity enzymes (phenol oxidase (PO), acid phosphatase (ACP), alkaline phosphatase (AKP), aspartate aminotransferase (AST), alanine transaminase (ALT)); Accumulation of reactive oxygen species (ROS); Levels of malonaldehyde (MDA); Superoxide dismutase (SOD); Catalase (CAT); Glutathione peroxidase (GSH-Px); Total antioxidant capacity (T-AOC); Pathological impairment on hepatopancreas tissue.",
45622.95561,KM,Ismail_and_Brooks_2016,"The impact of geographical origin of two strains of the herbivore, Eccritotarsus catarinensis, on several fitness traits in response to temperature",10.1016/j.jtherbio.2016.07.008,Journal of Thermal Biology,Insect,Temperature,Adults,"Embryos, Larvae or juveniles","Environmental tolerance and preference, Reproduction",Egg hatching rate; Nymphal survival rate; Sex ratio; Lifetime fecundity,
45628.13235,KM,Fe-Goncalves_et_al_2020,How will farmed populations of freshwater fish deal with the extreme climate scenario in 2100? Transcriptional responses of Colossoma macropomum from two Brazilian climate regions,10.1016/j.jtherbio.2019.102487,Journal of Thermal Biology,Fish,"Temperature, Carbon Dioxide",Larvae or juveniles,Larvae or juveniles,"Environmental tolerance and preference, Energetics and metabolism, Immune function and stress physiology",Liver transcriptome differential expression; ,
45628.79268,KM,Lu_et_al_2016,"Identification, genomic organization and expression profiles of four heat shock protein genes in the western flower thrips, Frankliniella occidentalis",10.1016/j.jtherbio.2016.03.005,Journal of Thermal Biology,Insect,Temperature,Larvae or juveniles,Larvae or juveniles,Environmental tolerance and preference,heat shock proteins relative expression levels,
45628.79642,KM,Zhang_et_al_2022,"Effects of acute heat exposure on oxidative stress and antioxidant defenses in overwintering frogs, Nanorana parkeri",10.1016/j.jtherbio.2022.103355,Journal of Thermal Biology,Amphibian,Temperature,Adults,Adults,Immune function and stress physiology,Glutathione status; Oxidative damage; Antioxidant defense systems; Vitamin C measurements,Analyses were performed across various tissues
45628.80123,KM,Mackei_et_al_2021,The relationship between small heat shock proteins and redox homeostasis during acute heat stress in chickens,10.1016/j.jtherbio.2021.103040,Journal of Thermal Biology,Bird,Temperature,Adults,Adults,"Environmental tolerance and preference, Immune function and stress physiology","Cloacal temperature; Malondialdehyde concentration; glutathione concentration and glutathione peroxidase activity; Protein carbonyl concentration; HSP27, αA-crystallin and αB-crystallin concentrations.",
45628.80367,KM,Shahjahan_et_al_2021,Higher acclimation temperature affects growth of rohu (Labeo rohita) through suppression of GH and IGFs genes expression actuating stress response,10.1016/j.jtherbio.2021.103032,Journal of Thermal Biology,Fish,Temperature,Larvae or juveniles,Larvae or juveniles,"Environmental tolerance and preference, Energetics and metabolism, Development",Growth performance; expression of GH in pituitary;  expression of IGF-1 and IGF-2 in liver; expression of hsp70 and hsp90 in the liver.,
45628.80614,KM,Jiang_et_al_2021,"Effects of temperature, dissolved oxygen, and their interaction on the growth performance and condition of rainbow trout (Oncorhynchus mykiss)",10.1016/j.jtherbio.2021.102928,Journal of Thermal Biology,Fish,"Temperature, Oxygen",Larvae or juveniles,Larvae or juveniles,"Environmental tolerance and preference, Energetics and metabolism, Immune function and stress physiology, Development",Growth performance; survival; liver antioxidant enzyme and lysozyme activity; intestinal digestive enzyme activity; serum biochemical parameters levels; liver IGF-1 gene expression.,
45628.80828,KM,Gilbert_and_Farrell_2021,"The thermal acclimation potential of maximum heart rate and cardiac heat tolerance in Arctic char (Salvelinus alpinus), a northern cold-water specialist",10.1016/j.jtherbio.2020.102816,Journal of Thermal Biology,Fish,Temperature,Unclear,Unclear,"Environmental tolerance and preference, Cardiovascular physiology",body size and heart mass measurements; Maximum heart rate; cardiac heat tolerance; Critical thermal maximum,
45628.81063,KM,Santos_et_al_2021,High developmental temperature leads to low reproduction despite adult temperature,10.1016/j.jtherbio.2020.102794,Journal of Thermal Biology,Insect,Temperature,"Larvae or juveniles, Adults",Adults,Reproduction, Reproductive performance; Fecundity.,
45628.81296,KM,Han_et_al_2020,"Experimental warming induces oxidative stress and immunosuppression in a viviparous lizard, Eremias multiocellata",10.1016/j.jtherbio.2020.102595,Journal of Thermal Biology,Reptile,Temperature,Adults,Adults,"Environmental tolerance and preference, Immune function and stress physiology",Oxidative stress; immunity; Body size; survival rates.,"Although the experiment was performed in the field, temperature was manipulated by the authors."
45628.82367,KM,Illing_et_al_2029,Critical thermal maxima of early life stages of three tropical fishes: Effects of rearing temperature and experimental heating rate,10.1016/j.jtherbio.2020.102582,Journal of Thermal Biology,Fish,Temperature,Larvae or juveniles,Larvae or juveniles,"Environmental tolerance and preference, Energetics and metabolism","critical thermal maxima; Metabolic enzymes activity (citrate synthase, lactate dehydrogenase); growth measurement",
45628.8269,KM,White_and_Wahl_2020,Growth and physiological responses in largemouth bass populations to environmental warming: Effects of inhabiting chronically heated environments,10.1016/j.jtherbio.2019.102467,Journal of Thermal Biology,Fish,Temperature,Larvae or juveniles,Larvae or juveniles,"Environmental tolerance and preference, Energetics and metabolism, Development",Growth; Food consumption; Metabolic rate; Thermal tolerance,
45628.84143,KM,Xin_et_al_2018,Chronic heat stress increases insulin-like growth factor-1(IGF-1) but does not affect IGF-binding proteins in growing pigs,10.1016/j.jtherbio.2018.08.008,Journal of Thermal Biology,Mammal,Temperature,Adults,Adults,"Environmental tolerance and preference, Energetics and metabolism, Development","Growth performance; respiration rate; Plasma insulin; IGF-1, IGFBP-1, and IGFBP-3 concentrations; Hepatic INSR, IRS-1, and IGF-1 receptor protein expression analysis; Hepatic Genes Expression Analysis",
45628.8451,KM,Korner_et_al_2018,Extended winters entail long-term costs for insect offspring reared in an overwinter burrow,10.1016/j.jtherbio.2018.03.021,Journal of Thermal Biology,Insect,"Temperature, Interaction with non-climatic stressor",Adults,"Larvae or juveniles, Adults","Environmental tolerance and preference, Immune function and stress physiology, Reproduction, Development",Immunity assays; hatching date; development time from hatching to maturity; female mass;  hemocyte count,
45628.8485,KM,Lu_et_al_2018,"Maternal warming influences reproductive frequency, but not hatchling phenotypes in a multiple-clutched oviparous lizard",10.1016/j.jtherbio.2018.04.017,Journal of Thermal Biology,Reptile,Temperature,"Embryos, Adults",Larvae or juveniles,"Environmental tolerance and preference, Energetics and metabolism, Reproduction",Fecundity; Snout-vent lenght; Post-ovipositional mass; clutch size; clutch mass; Hatchling mass; Hatchling length; ,
45628.8508,KM,Ramirez-Otarola_et_al_2018,Is there an effect of environmental temperature on the response to an antigen and the metabolic rate in pups of the rodent Octodon degus?,10.1016/j.jtherbio.2017.10.005,Journal of Thermal Biology,Mammal,"Temperature, Interaction with non-climatic stressor",Larvae or juveniles,Larvae or juveniles,"Energetics and metabolism, Immune function and stress physiology",body mass; basal metabolic rate; IL-1β levels,
45628.85459,KM,Copedo_et_al_2023,"Histopathological changes in the greenshell mussel, Perna canaliculus, in response to chronic thermal stress",10.1016/j.jtherbio.2023.103699,Journal of Thermal Biology,Other invertebrate,Temperature,Adults,Adults,"Environmental tolerance and preference, Reproduction",survival; Gill and digestive gland architecture; Mantle and connective tissue; Immunohistochemical exploration of HSP70 in gill and gonad; Gonad condition,
45628.86164,KM,Jimenez_and_Nash-Braun_2023,Enzymatic responses reveal different physiological strategies employed by eurytolerant fish during extreme hot and cold cycling acclimation temperatures,10.1016/j.jtherbio.2023.103578,Journal of Thermal Biology,Fish,Temperature,Adults,Adults,Immune function and stress physiology,"catalase (CAT), superoxide dismutase (SOD), glutathione peroxidase (GPx) activity oxygen radical absorbance capacity (ORAC) assay, and citrate synthase (CS) activity; Lipid peroxidation (LPO) damage assay",
45628.86425,KM,Acute thermal stress and endotoxin exposure modulate metabolism and immunity in marine mussels (Perna canaliculus),Muznebin_et_al_2022,10.1016/j.jtherbio.2022.103327,Journal of Thermal Biology,Other invertebrate,"Temperature, Interaction with non-climatic stressor",Adults,Adults,"Environmental tolerance and preference, Immune function and stress physiology",Enzyme activity [acid phosphatase (ACP) and phenoloxidase (PO)]; Flow cytometry; Haemolymph metabolite profiling,
45628.87017,KM,Feidantsis_et_al_2022,Synergistic effect of long-term feed deprivation and temperature on the cellular physiology of meagre (Argyrosomus regius),10.1016/j.jtherbio.2022.103207,Journal of Thermal Biology,Fish,"Temperature, Interaction with non-climatic stressor",Larvae or juveniles,Larvae or juveniles,"Environmental tolerance and preference, Immune function and stress physiology","antioxidant enzymes and lipid peroxidation (TBARS); HSR, MAPK and apoptotic, indicators; Ubiquitination; granulomatosis",
45628.87225,KM,Liang_et_al_2021,Effects of brief exposure to high temperatures on the survival and fecundity of Athetis lepigone (Lepidoptera: Noctuidae),10.1016/j.jtherbio.2021.103066,Journal of Thermal Biology,Insect,Temperature,"Embryos, Larvae or juveniles, Adults","Embryos, Larvae or juveniles, Adults",Environmental tolerance and preference,Immediate survival rate; Hatching rate; Adult emergence rate; Female fecundity.,
45628.8921,KM,Kir_et_al_2017,Thermal tolerance and preferred temperature range of juvenile meagre acclimated to four temperatures,10.1016/j.jtherbio.2017.02.018,Journal of Thermal Biology,Fish,Temperature,Larvae or juveniles,Larvae or juveniles,"Environmental tolerance and preference, Energetics and metabolism",Temperature tolerance; Oxygen consumption rate; ,
45617.09334,LP,Gourgoulianni_et_al_2023,Temperature-dependent melanism and phenoloxidase activity in the dimorphic sepsid fly Sepsis thoracica,10.1016/j.jtherbio.2023.103473,Journal of Thermal Biology,Insect,Temperature,Mix (before and after hatching),Adults,Immune function and stress physiology,phenoloxidase activity,they also measured foreleg femur sixe and color
45617.12662,LP,Liu_et_al_2022,"Effects of acute heat stress on liver damage, apoptosis and inflammation of pikeperch (Sander lucioperca)",10.1016/j.jtherbio.2022.103251,Journal of Thermal Biology,Fish,Temperature,Larvae or juveniles,Larvae or juveniles,Immune function and stress physiology, malondialdehyde; hydrogen peroxide; mRNA expression of apoptosis-related genes; Innate immune genes; Apoptosis Mitochondrial pathway; Inflammation;,
45617.84102,LP,Mukherjee_et_al_2022,"Evaluating the role of dietary plant extracts to allow adaptation to thermal stress in a cold stream ornamental fish, Botia rostrata (Gunther, 1868)",10.1016/j.jtherbio.2022.103224,Journal of Thermal Biology,Fish,Interaction with non-climatic stressor,Larvae or juveniles,Larvae or juveniles,"Environmental tolerance and preference, Energetics and metabolism","muscle metabolic enzymes; Heat shock proteins;  Citrate Synthase; lactate dehydrogenase; heat shock factor, mortality, ",
45617.87515,LP,Missionario_et_al_2022,Sex-specific thermal tolerance limits in the ditch shrimp Palaemon varians: Eco-evolutionary implications under a warming ocean,10.1016/j.jtherbio.2021.103151,Journal of Thermal Biology,Other invertebrate,Temperature,Adults,Adults,Environmental tolerance and preference,CTmax,
45617.89639,LP,Saravia_et_ al_2021,Effects of warming rates on physiological and molecular components of response to CTMax heat stress in the Antarctic fish Harpagifer antarcticus,10.1016/j.jtherbio.2021.103021,Journal of Thermal Biology,Fish,Temperature,Adults,Adults,Environmental tolerance and preference,CTmax; Gene expression; heat shock proteins; hypoxia induction factor; plasma parameters;,
45617.90456,LP,Maia-Carneiro_et_al_2021,Ecological constraints to match field and preferred temperatures in lizards Tropidurus catalanensis (Squamata; Tropiduridae),10.1016/j.jtherbio.2021.102903,Journal of Thermal Biology,Reptile,Temperature,Unclear,Unclear,Environmental tolerance and preference,Thermal tolerance; Thermoregulation; Acclimatory response,
45617.92176,LP,Azambuja_et_al_2021,"Effects of mancozeb on heat Shock protein 70 (HSP70) and its relationship with the thermal physiology of Physalaemus henselii (Peters, 1872) tadpoles (Anura: Leptodactylidae)",10.1016/j.jtherbio.2021.102911,Journal of Thermal Biology,Amphibian,"Temperature, Interaction with non-climatic stressor",Larvae or juveniles,Larvae or juveniles,Environmental tolerance and preference,CTmax;  heat shock protein 70 ;,
45618.01823,LP,Nandy_et_al_2021,Impact of elevated temperature on physiological energetics of Penaeus monodon post larvae: A mesocosm study,10.1016/j.jtherbio.2020.102829,Journal of Thermal Biology,Other invertebrate,Temperature,Larvae or juveniles,Larvae or juveniles,Environmental tolerance and preference,Growth rate; survival percentages; total energy budget; ingestion rates; respiration rate;  ammonia excretion rate,
45618.1514,LP,Goncalves_et_al_2021,Scrotal thermoregulation and sequential sperm abnormalities in buffalo bulls (Bubalus bubalis) under short-term heat stress,10.1016/j.jtherbio.2021.102842,Journal of Thermal Biology,Mammal,Temperature,Adults,Adults,Reproduction,Spermiogram; Sperm morphology;heat stress;,
45618.30386,LP,Hunt_and_Cable_2020,"Life in the fast lane: Temperature, density and host species impact survival and growth of the fish ectoparasite Argulus foliaceus",10.1016/j.jtherbio.2020.102687,Journal of Thermal Biology,Other invertebrate,Temperature,Mix (before and after hatching),"Larvae or juveniles, Adults",Development,Survival; Growth; ,
45618.31159,LP,Mendez-Galeano_el_al_2020,The highest kingdom of Anolis: Thermal biology of the Andean lizard Anolis heterodermus (Squamata: Dactyloidae) over an elevational gradient in the Eastern Cordillera of Colombia,10.1016/j.jtherbio.2019.102498,Journal of Thermal Biology,Reptile,Temperature,Adults,Adults,Environmental tolerance and preference,CTmax; CTmin; Thermal preference; thermal locomotor performance;,
45619.11485,LP,Guo_et_al_2019,Brown adipose tissue plays thermoregulatory role within the thermoneutral zone in Mongolian gerbils (Meriones unguiculatus),10.1016/j.jtherbio.2019.02.015,Journal of Thermal Biology,Mammal,Temperature,Larvae or juveniles,Larvae or juveniles,"Environmental tolerance and preference, Energetics and metabolism, Development",Body mass; food Intake; body temperature; resting metabolic rate;Body composition; Tyrosine hydroxylase; UCP1and TH expression,
45619.11839,LP,Ganesan_et_al_2018,Prolonged environment-induced hyperthermia alters autophagy in oxidative skeletal muscle in Sus scrofa,10.1016/j.jtherbio.2018.03.007,Journal of Thermal Biology,Mammal,Temperature,Larvae or juveniles,Larvae or juveniles,Immune function and stress physiology,Oxidative stress;Autophagy;Mitochondria;Mitophagy;,
